Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
Western Europe,1990,15.80379809
Western Europe,1991,15.77437024
Western Europe,1992,15.74784679
Western Europe,1993,15.72510465
Western Europe,1994,15.70531236
Western Europe,1995,15.68807348
Western Europe,1996,15.6788658
Western Europe,1997,15.67982676
Western Europe,1998,15.68388596
Western Europe,1999,15.68895242
Western Europe,2000,15.68990786
Western Europe,2001,15.68973442
Western Europe,2002,15.69101982
Western Europe,2003,15.6940031
Western Europe,2004,15.6999088
Western Europe,2005,15.70620475
Western Europe,2006,15.73576063
Western Europe,2007,15.79671732
Western Europe,2008,15.87030236
Western Europe,2009,15.93462161
Western Europe,2010,15.97222131
Western Europe,2011,15.99113163
Western Europe,2012,16.01223018
Western Europe,2013,16.02937334
Western Europe,2014,16.04247846
Western Europe,2015,16.04803359
Western Europe,2016,16.02464824
Western Europe,2017,15.99739179
Western Europe,2018,15.96696091
Western Europe,2019,15.91311566
Western Pacific Region,1990,11.53311909
Western Pacific Region,1991,11.62143402
Western Pacific Region,1992,11.69538838
Western Pacific Region,1993,11.75276738
Western Pacific Region,1994,11.78871827
Western Pacific Region,1995,11.80026453
Western Pacific Region,1996,11.79434635
Western Pacific Region,1997,11.78190701
Western Pacific Region,1998,11.76280089
Western Pacific Region,1999,11.73835085
Western Pacific Region,2000,11.70757758
Western Pacific Region,2001,11.66492435
Western Pacific Region,2002,11.60688067
Western Pacific Region,2003,11.54496429
Western Pacific Region,2004,11.48887416
Western Pacific Region,2005,11.44979504
Western Pacific Region,2006,11.42207829
Western Pacific Region,2007,11.39254346
Western Pacific Region,2008,11.36383206
Western Pacific Region,2009,11.33800868
Western Pacific Region,2010,11.31642512
Western Pacific Region,2011,11.29110618
Western Pacific Region,2012,11.25810478
Western Pacific Region,2013,11.22569668
Western Pacific Region,2014,11.20196866
Western Pacific Region,2015,11.19575053
Western Pacific Region,2016,11.23081087
Western Pacific Region,2017,11.26891947
Western Pacific Region,2018,11.26197859
Western Pacific Region,2019,11.22492983
Western sub-Saharan Africa,1990,11.31130829
Western sub-Saharan Africa,1991,11.30794511
Western sub-Saharan Africa,1992,11.30823767
Western sub-Saharan Africa,1993,11.31110287
Western sub-Saharan Africa,1994,11.31609951
Western sub-Saharan Africa,1995,11.32134137
Western sub-Saharan Africa,1996,11.3457107
Western sub-Saharan Africa,1997,11.39626236
Western sub-Saharan Africa,1998,11.4545405
Western sub-Saharan Africa,1999,11.50468366
Western sub-Saharan Africa,2000,11.52835126
Western sub-Saharan Africa,2001,11.53387905
Western sub-Saharan Africa,2002,11.53771854
Western sub-Saharan Africa,2003,11.54026237
Western sub-Saharan Africa,2004,11.54101299
Western sub-Saharan Africa,2005,11.53835232
Western sub-Saharan Africa,2006,11.53084908
Western sub-Saharan Africa,2007,11.51793467
Western sub-Saharan Africa,2008,11.49807816
Western sub-Saharan Africa,2009,11.47065828
Western sub-Saharan Africa,2010,11.43482795
Western sub-Saharan Africa,2011,11.3824913
Western sub-Saharan Africa,2012,11.31808605
Western sub-Saharan Africa,2013,11.25360391
Western sub-Saharan Africa,2014,11.20405394
Western sub-Saharan Africa,2015,11.1826851
Western sub-Saharan Africa,2016,11.18590068
Western sub-Saharan Africa,2017,11.19258583
Western sub-Saharan Africa,2018,11.19097872
Western sub-Saharan Africa,2019,11.18402603
World,1990,12.98991834
World,1991,13.03219722
World,1992,13.06810984
World,1993,13.09622229
World,1994,13.11387356
World,1995,13.11882698
World,1996,13.12206176
World,1997,13.13164475
World,1998,13.14189263
World,1999,13.14870241
World,2000,13.1469665
World,2001,13.13829474
World,2002,13.12614242
World,2003,13.11170579
World,2004,13.09632686
World,2005,13.08026661
World,2006,13.0554491
World,2007,13.0184859
World,2008,12.97736116
World,2009,12.94000717
World,2010,12.91368637
World,2011,12.89142986
World,2012,12.86310906
World,2013,12.83448609
World,2014,12.81143144
World,2015,12.79970023
World,2016,12.80480979
World,2017,12.81156445
World,2018,12.80747844
World,2019,12.7981451
World Bank High Income,1990,14.35723044
World Bank High Income,1991,14.387759
World Bank High Income,1992,14.42112428
World Bank High Income,1993,14.45532444
World Bank High Income,1994,14.48840986
World Bank High Income,1995,14.5175583
World Bank High Income,1996,14.57647961
World Bank High Income,1997,14.6797092
World Bank High Income,1998,14.79537606
World Bank High Income,1999,14.89443307
World Bank High Income,2000,14.9433807
World Bank High Income,2001,14.94611635
World Bank High Income,2002,14.9310686
World Bank High Income,2003,14.9072289
World Bank High Income,2004,14.88530383
World Bank High Income,2005,14.8715112
World Bank High Income,2006,14.87931571
World Bank High Income,2007,14.90516184
World Bank High Income,2008,14.93646022
World Bank High Income,2009,14.96221398
World Bank High Income,2010,14.97119413
World Bank High Income,2011,14.9510974
World Bank High Income,2012,14.91090297
World Bank High Income,2013,14.86517608
World Bank High Income,2014,14.82847328
World Bank High Income,2015,14.81323936
World Bank High Income,2016,14.80071036
World Bank High Income,2017,14.79281956
World Bank High Income,2018,14.8329254
World Bank High Income,2019,14.9169968
World Bank Income Levels,1990,12.98942831
World Bank Income Levels,1991,13.03174006
World Bank Income Levels,1992,13.0676835
World Bank Income Levels,1993,13.09582272
World Bank Income Levels,1994,13.11349498
World Bank Income Levels,1995,13.11846062
World Bank Income Levels,1996,13.12170517
World Bank Income Levels,1997,13.1312997
World Bank Income Levels,1998,13.14155801
World Bank Income Levels,1999,13.14837554
World Bank Income Levels,2000,13.14664214
World Bank Income Levels,2001,13.13796752
World Bank Income Levels,2002,13.12580716
World Bank Income Levels,2003,13.11136028
World Bank Income Levels,2004,13.09597056
World Bank Income Levels,2005,13.07990234
World Bank Income Levels,2006,13.0550741
World Bank Income Levels,2007,13.01809296
World Bank Income Levels,2008,12.97694775
World Bank Income Levels,2009,12.93957586
World Bank Income Levels,2010,12.91324632
World Bank Income Levels,2011,12.89098289
World Bank Income Levels,2012,12.86264796
World Bank Income Levels,2013,12.83400987
World Bank Income Levels,2014,12.8109433
World Bank Income Levels,2015,12.79920768
World Bank Income Levels,2016,12.804326
World Bank Income Levels,2017,12.81108962
World Bank Income Levels,2018,12.80699623
World Bank Income Levels,2019,12.79764692
World Bank Low Income,1990,12.94755973
World Bank Low Income,1991,12.96820336
World Bank Low Income,1992,12.99856071
World Bank Low Income,1993,13.02198513
World Bank Low Income,1994,13.04061501
World Bank Low Income,1995,13.06133117
World Bank Low Income,1996,13.08894475
World Bank Low Income,1997,13.12264449
World Bank Low Income,1998,13.15182352
World Bank Low Income,1999,13.17303766
World Bank Low Income,2000,13.18343529
World Bank Low Income,2001,13.18643928
World Bank Low Income,2002,13.1888454
World Bank Low Income,2003,13.18394117
World Bank Low Income,2004,13.176951
World Bank Low Income,2005,13.168759
World Bank Low Income,2006,13.15521421
World Bank Low Income,2007,13.13612063
World Bank Low Income,2008,13.11441833
World Bank Low Income,2009,13.09289218
World Bank Low Income,2010,13.07532723
World Bank Low Income,2011,13.05816826
World Bank Low Income,2012,13.03850307
World Bank Low Income,2013,13.01836611
World Bank Low Income,2014,13.00022055
World Bank Low Income,2015,12.98814881
World Bank Low Income,2016,12.98570558
World Bank Low Income,2017,12.9861416
World Bank Low Income,2018,12.98641093
World Bank Low Income,2019,12.9890735
World Bank Lower Middle Income,1990,13.26136541
World Bank Lower Middle Income,1991,13.30138431
World Bank Lower Middle Income,1992,13.33223246
World Bank Lower Middle Income,1993,13.3521526
World Bank Lower Middle Income,1994,13.35861597
World Bank Lower Middle Income,1995,13.34864806
World Bank Lower Middle Income,1996,13.31715545
World Bank Lower Middle Income,1997,13.2685793
World Bank Lower Middle Income,1998,13.21512581
World Bank Lower Middle Income,1999,13.16964895
World Bank Lower Middle Income,2000,13.14474669
World Bank Lower Middle Income,2001,13.14523565
World Bank Lower Middle Income,2002,13.16044594
World Bank Lower Middle Income,2003,13.18145701
World Bank Lower Middle Income,2004,13.19817398
World Bank Lower Middle Income,2005,13.20051891
World Bank Lower Middle Income,2006,13.16604699
World Bank Lower Middle Income,2007,13.09728404
World Bank Lower Middle Income,2008,13.01617156
World Bank Lower Middle Income,2009,12.94463764
World Bank Lower Middle Income,2010,12.90340079
World Bank Lower Middle Income,2011,12.88830522
World Bank Lower Middle Income,2012,12.87872232
World Bank Lower Middle Income,2013,12.8714262
World Bank Lower Middle Income,2014,12.86390569
World Bank Lower Middle Income,2015,12.85345919
World Bank Lower Middle Income,2016,12.83838662
World Bank Lower Middle Income,2017,12.82363184
World Bank Lower Middle Income,2018,12.8003512
World Bank Lower Middle Income,2019,12.76550449
World Bank Regions,1990,12.98999516
World Bank Regions,1991,13.03230665
World Bank Regions,1992,13.06824739
World Bank Regions,1993,13.09637995
World Bank Regions,1994,13.11404276
World Bank Regions,1995,13.11899942
World Bank Regions,1996,13.12223849
World Bank Regions,1997,13.13185061
World Bank Regions,1998,13.14212965
World Bank Regions,1999,13.14892405
World Bank Regions,2000,13.14716109
World Bank Regions,2001,13.13848543
World Bank Regions,2002,13.12632587
World Bank Regions,2003,13.11187424
World Bank Regions,2004,13.09647991
World Bank Regions,2005,13.08040565
World Bank Regions,2006,13.05557152
World Bank Regions,2007,13.01858399
World Bank Regions,2008,12.97743056
World Bank Regions,2009,12.94005008
World Bank Regions,2010,12.91371303
World Bank Regions,2011,12.89144172
World Bank Regions,2012,12.86309542
World Bank Regions,2013,12.83444504
World Bank Regions,2014,12.81136741
World Bank Regions,2015,12.79962525
World Bank Regions,2016,12.8047457
World Bank Regions,2017,12.81151064
World Bank Regions,2018,12.80741258
World Bank Regions,2019,12.79805705
World Bank Upper Middle Income,1990,12.33742574
World Bank Upper Middle Income,1991,12.41472248
World Bank Upper Middle Income,1992,12.48038499
World Bank Upper Middle Income,1993,12.5353615
World Bank Upper Middle Income,1994,12.57533744
World Bank Upper Middle Income,1995,12.59683593
World Bank Upper Middle Income,1996,12.61630543
World Bank Upper Middle Income,1997,12.64789052
World Bank Upper Middle Income,1998,12.68284142
World Bank Upper Middle Income,1999,12.71191325
World Bank Upper Middle Income,2000,12.72514814
World Bank Upper Middle Income,2001,12.72111617
World Bank Upper Middle Income,2002,12.70739
World Bank Upper Middle Income,2003,12.68884753
World Bank Upper Middle Income,2004,12.66948943
World Bank Upper Middle Income,2005,12.65418045
World Bank Upper Middle Income,2006,12.63577977
World Bank Upper Middle Income,2007,12.6080247
World Bank Upper Middle Income,2008,12.57752626
World Bank Upper Middle Income,2009,12.55125371
World Bank Upper Middle Income,2010,12.53661984
World Bank Upper Middle Income,2011,12.52042773
World Bank Upper Middle Income,2012,12.49064251
World Bank Upper Middle Income,2013,12.45902195
World Bank Upper Middle Income,2014,12.43694817
World Bank Upper Middle Income,2015,12.43695608
World Bank Upper Middle Income,2016,12.48114489
World Bank Upper Middle Income,2017,12.52572287
World Bank Upper Middle Income,2018,12.52606255
World Bank Upper Middle Income,2019,12.50039837
WHO region,1990,12.98970316
WHO region,1991,13.03203464
WHO region,1992,13.06799519
WHO region,1993,13.09614102
WHO region,1994,13.11382032
WHO region,1995,13.11878194
WHO region,1996,13.12200858
WHO region,1997,13.1315671
WHO region,1998,13.14176375
WHO region,1999,13.14851517
WHO region,2000,13.14670786
WHO region,2001,13.13797828
WHO region,2002,13.12577759
WHO region,2003,13.11128712
WHO region,2004,13.0958335
WHO region,2005,13.07965856
WHO region,2006,13.05469268
WHO region,2007,13.0175722
WHO region,2008,12.97628467
WHO region,2009,12.9387809
WHO region,2010,12.91233101
WHO region,2011,12.88997837
WHO region,2012,12.86158838
WHO region,2013,12.8329168
WHO region,2014,12.80982567
WHO region,2015,12.79806161
WHO region,2016,12.80319705
WHO region,2017,12.80995189
WHO region,2018,12.80570809
WHO region,2019,12.79611289
Tropical Latin America,1990,15.48705954
Tropical Latin America,1991,15.48843453
Tropical Latin America,1992,15.50629779
Tropical Latin America,1993,15.53320366
Tropical Latin America,1994,15.56229667
Tropical Latin America,1995,15.59053052
Tropical Latin America,1996,15.74029444
Tropical Latin America,1997,16.07135133
Tropical Latin America,1998,16.4864
Tropical Latin America,1999,16.88913414
Tropical Latin America,2000,17.18514738
Tropical Latin America,2001,17.42333384
Tropical Latin America,2002,17.68310206
Tropical Latin America,2003,17.92271257
Tropical Latin America,2004,18.10193484
Tropical Latin America,2005,18.179296
Tropical Latin America,2006,18.1351496
Tropical Latin America,2007,18.00657201
Tropical Latin America,2008,17.84261125
Tropical Latin America,2009,17.69207095
Tropical Latin America,2010,17.60619992
Tropical Latin America,2011,17.49040043
Tropical Latin America,2012,17.26556391
Tropical Latin America,2013,17.00699739
Tropical Latin America,2014,16.79132466
Tropical Latin America,2015,16.69540643
Tropical Latin America,2016,16.6856773
Tropical Latin America,2017,16.6796162
Tropical Latin America,2018,16.6840405
Tropical Latin America,2019,16.69341245
Sub-Saharan Africa,1990,12.30411593
Sub-Saharan Africa,1991,12.30603259
Sub-Saharan Africa,1992,12.30855768
Sub-Saharan Africa,1993,12.31187573
Sub-Saharan Africa,1994,12.31910798
Sub-Saharan Africa,1995,12.32802326
Sub-Saharan Africa,1996,12.34722994
Sub-Saharan Africa,1997,12.37872896
Sub-Saharan Africa,1998,12.41198072
Sub-Saharan Africa,1999,12.43999522
Sub-Saharan Africa,2000,12.45212939
Sub-Saharan Africa,2001,12.45110258
Sub-Saharan Africa,2002,12.44513774
Sub-Saharan Africa,2003,12.43664297
Sub-Saharan Africa,2004,12.42726515
Sub-Saharan Africa,2005,12.41761794
Sub-Saharan Africa,2006,12.40537731
Sub-Saharan Africa,2007,12.3866396
Sub-Saharan Africa,2008,12.36303871
Sub-Saharan Africa,2009,12.33737627
Sub-Saharan Africa,2010,12.31066489
Sub-Saharan Africa,2011,12.27959495
Sub-Saharan Africa,2012,12.24362822
Sub-Saharan Africa,2013,12.2078447
Sub-Saharan Africa,2014,12.18022194
Sub-Saharan Africa,2015,12.16699167
Sub-Saharan Africa,2016,12.17228171
Sub-Saharan Africa,2017,12.17940607
Sub-Saharan Africa,2018,12.17699926
Sub-Saharan Africa,2019,12.17033192
Sub-Saharan Africa - WB,1990,12.47607367
Sub-Saharan Africa - WB,1991,12.47984264
Sub-Saharan Africa - WB,1992,12.48366934
Sub-Saharan Africa - WB,1993,12.48746248
Sub-Saharan Africa - WB,1994,12.49393906
Sub-Saharan Africa - WB,1995,12.50139825
Sub-Saharan Africa - WB,1996,12.51905074
Sub-Saharan Africa - WB,1997,12.54865563
Sub-Saharan Africa - WB,1998,12.57938041
Sub-Saharan Africa - WB,1999,12.60483394
Sub-Saharan Africa - WB,2000,12.61446735
Sub-Saharan Africa - WB,2001,12.6107909
Sub-Saharan Africa - WB,2002,12.60130614
Sub-Saharan Africa - WB,2003,12.5896492
Sub-Saharan Africa - WB,2004,12.57763442
Sub-Saharan Africa - WB,2005,12.56588253
Sub-Saharan Africa - WB,2006,12.55159123
Sub-Saharan Africa - WB,2007,12.53126866
Sub-Saharan Africa - WB,2008,12.50637622
Sub-Saharan Africa - WB,2009,12.47909778
Sub-Saharan Africa - WB,2010,12.45056614
Sub-Saharan Africa - WB,2011,12.41853518
Sub-Saharan Africa - WB,2012,12.38211863
Sub-Saharan Africa - WB,2013,12.3462225
Sub-Saharan Africa - WB,2014,12.31838122
Sub-Saharan Africa - WB,2015,12.3050331
Sub-Saharan Africa - WB,2016,12.3097078
Sub-Saharan Africa - WB,2017,12.31572589
Sub-Saharan Africa - WB,2018,12.31271215
Sub-Saharan Africa - WB,2019,12.30603998
South-East Asia Region,1990,13.52193172
South-East Asia Region,1991,13.57472308
South-East Asia Region,1992,13.61593157
South-East Asia Region,1993,13.64333575
South-East Asia Region,1994,13.65341976
South-East Asia Region,1995,13.64237225
South-East Asia Region,1996,13.60235802
South-East Asia Region,1997,13.53761472
South-East Asia Region,1998,13.46682634
South-East Asia Region,1999,13.40768373
South-East Asia Region,2000,13.37940194
South-East Asia Region,2001,13.3888932
South-East Asia Region,2002,13.42151107
South-East Asia Region,2003,13.46263311
South-East Asia Region,2004,13.49731245
South-East Asia Region,2005,13.50979393
South-East Asia Region,2006,13.46919054
South-East Asia Region,2007,13.37980069
South-East Asia Region,2008,13.27308828
South-East Asia Region,2009,13.1813025
South-East Asia Region,2010,13.13492347
South-East Asia Region,2011,13.12771603
South-East Asia Region,2012,13.1261149
South-East Asia Region,2013,13.12645899
South-East Asia Region,2014,13.12400093
South-East Asia Region,2015,13.11480704
South-East Asia Region,2016,13.0973272
South-East Asia Region,2017,13.07730939
South-East Asia Region,2018,13.03811278
South-East Asia Region,2019,12.97374681
Southeast Asia,1990,11.56863862
Southeast Asia,1991,11.53388415
Southeast Asia,1992,11.5006002
Southeast Asia,1993,11.46888889
Southeast Asia,1994,11.43846816
Southeast Asia,1995,11.4116341
Southeast Asia,1996,11.38553012
Southeast Asia,1997,11.35966727
Southeast Asia,1998,11.33497606
Southeast Asia,1999,11.31267084
Southeast Asia,2000,11.29286004
Southeast Asia,2001,11.28054082
Southeast Asia,2002,11.27647158
Southeast Asia,2003,11.27590542
Southeast Asia,2004,11.27302774
Southeast Asia,2005,11.25982758
Southeast Asia,2006,11.23427995
Southeast Asia,2007,11.20035273
Southeast Asia,2008,11.15987995
Southeast Asia,2009,11.11708397
Southeast Asia,2010,11.08164329
Southeast Asia,2011,11.06091201
Southeast Asia,2012,11.04980494
Southeast Asia,2013,11.04435213
Southeast Asia,2014,11.03662005
Southeast Asia,2015,11.02652466
Southeast Asia,2016,11.00820316
Southeast Asia,2017,10.99093583
Southeast Asia,2018,10.98695337
Southeast Asia,2019,10.99761078
"Southeast Asia, East Asia, and Oceania",1990,11.58971339
"Southeast Asia, East Asia, and Oceania",1991,11.66795051
"Southeast Asia, East Asia, and Oceania",1992,11.73236029
"Southeast Asia, East Asia, and Oceania",1993,11.78054137
"Southeast Asia, East Asia, and Oceania",1994,11.80838009
"Southeast Asia, East Asia, and Oceania",1995,11.8140738
"Southeast Asia, East Asia, and Oceania",1996,11.80171012
"Southeast Asia, East Asia, and Oceania",1997,11.78143413
"Southeast Asia, East Asia, and Oceania",1998,11.7545126
"Southeast Asia, East Asia, and Oceania",1999,11.72350994
"Southeast Asia, East Asia, and Oceania",2000,11.68912879
"Southeast Asia, East Asia, and Oceania",2001,11.64514017
"Southeast Asia, East Asia, and Oceania",2002,11.5880625
"Southeast Asia, East Asia, and Oceania",2003,11.52721292
"Southeast Asia, East Asia, and Oceania",2004,11.47145813
"Southeast Asia, East Asia, and Oceania",2005,11.43005234
"Southeast Asia, East Asia, and Oceania",2006,11.39730739
"Southeast Asia, East Asia, and Oceania",2007,11.36220649
"Southeast Asia, East Asia, and Oceania",2008,11.32568096
"Southeast Asia, East Asia, and Oceania",2009,11.28995063
"Southeast Asia, East Asia, and Oceania",2010,11.25883524
"Southeast Asia, East Asia, and Oceania",2011,11.22589462
"Southeast Asia, East Asia, and Oceania",2012,11.18651783
"Southeast Asia, East Asia, and Oceania",2013,11.1487125
"Southeast Asia, East Asia, and Oceania",2014,11.1190033
"Southeast Asia, East Asia, and Oceania",2015,11.10710368
"Southeast Asia, East Asia, and Oceania",2016,11.13857174
"Southeast Asia, East Asia, and Oceania",2017,11.17299632
"Southeast Asia, East Asia, and Oceania",2018,11.16481984
"Southeast Asia, East Asia, and Oceania",2019,11.1338948
Southern Latin America,1990,14.28338086
Southern Latin America,1991,14.29122872
Southern Latin America,1992,14.29901352
Southern Latin America,1993,14.30560455
Southern Latin America,1994,14.30927061
Southern Latin America,1995,14.30806282
Southern Latin America,1996,14.30357554
Southern Latin America,1997,14.29294587
Southern Latin America,1998,14.2806765
Southern Latin America,1999,14.27030712
Southern Latin America,2000,14.2691436
Southern Latin America,2001,14.28690975
Southern Latin America,2002,14.32063789
Southern Latin America,2003,14.36083514
Southern Latin America,2004,14.39246392
Southern Latin America,2005,14.40456412
Southern Latin America,2006,14.36993324
Southern Latin America,2007,14.28090759
Southern Latin America,2008,14.17887039
Southern Latin America,2009,14.0937256
Southern Latin America,2010,14.0608209
Southern Latin America,2011,14.06494183
Southern Latin America,2012,14.07170187
Southern Latin America,2013,14.08257572
Southern Latin America,2014,14.08961924
Southern Latin America,2015,14.09627811
Southern Latin America,2016,14.10130458
Southern Latin America,2017,14.10186054
Southern Latin America,2018,14.0932086
Southern Latin America,2019,14.06753481
Southern sub-Saharan Africa,1990,11.64106729
Southern sub-Saharan Africa,1991,11.61433343
Southern sub-Saharan Africa,1992,11.59034023
Southern sub-Saharan Africa,1993,11.57066343
Southern sub-Saharan Africa,1994,11.55775253
Southern sub-Saharan Africa,1995,11.55362754
Southern sub-Saharan Africa,1996,11.55991844
Southern sub-Saharan Africa,1997,11.57595883
Southern sub-Saharan Africa,1998,11.5942222
Southern sub-Saharan Africa,1999,11.61147311
Southern sub-Saharan Africa,2000,11.62092113
Southern sub-Saharan Africa,2001,11.62167626
Southern sub-Saharan Africa,2002,11.61883826
Southern sub-Saharan Africa,2003,11.61695827
Southern sub-Saharan Africa,2004,11.61857682
Southern sub-Saharan Africa,2005,11.62630114
Southern sub-Saharan Africa,2006,11.64095628
Southern sub-Saharan Africa,2007,11.65899644
Southern sub-Saharan Africa,2008,11.67745196
Southern sub-Saharan Africa,2009,11.6978508
Southern sub-Saharan Africa,2010,11.71640685
Southern sub-Saharan Africa,2011,11.73972775
Southern sub-Saharan Africa,2012,11.76888627
Southern sub-Saharan Africa,2013,11.80247755
Southern sub-Saharan Africa,2014,11.8328283
Southern sub-Saharan Africa,2015,11.85841123
Southern sub-Saharan Africa,2016,11.91149514
Southern sub-Saharan Africa,2017,11.95463678
Southern sub-Saharan Africa,2018,11.94245554
Southern sub-Saharan Africa,2019,11.90268951
South Asia,1990,14.01129747
South Asia,1991,14.0818057
South Asia,1992,14.13818529
South Asia,1993,14.17730028
South Asia,1994,14.1946832
South Asia,1995,14.18495064
South Asia,1996,14.13973218
South Asia,1997,14.06597625
South Asia,1998,13.9851769
South Asia,1999,13.91764403
South Asia,2000,13.88570216
South Asia,2001,13.89663369
South Asia,2002,13.93322589
South Asia,2003,13.979312
South Asia,2004,14.01814229
South Asia,2005,14.03333263
South Asia,2006,13.98906061
South Asia,2007,13.88865146
South Asia,2008,13.76794579
South Asia,2009,13.665084
South Asia,2010,13.61656537
South Asia,2011,13.61359426
South Asia,2012,13.61729471
South Asia,2013,13.62199918
South Asia,2014,13.62382823
South Asia,2015,13.61555489
South Asia,2016,13.59655036
South Asia,2017,13.57478305
South Asia,2018,13.53283483
South Asia,2019,13.4631587
South Asia - WB,1990,14.00644539
South Asia - WB,1991,14.07857551
South Asia - WB,1992,14.13878159
South Asia - WB,1993,14.18076406
South Asia - WB,1994,14.19970766
South Asia - WB,1995,14.19240755
South Asia - WB,1996,14.15092693
South Asia - WB,1997,14.08169254
South Asia - WB,1998,14.00452485
South Asia - WB,1999,13.93901104
South Asia - WB,2000,13.90786901
South Asia - WB,2001,13.9195645
South Asia - WB,2002,13.9576832
South Asia - WB,2003,14.00416375
South Asia - WB,2004,14.04320439
South Asia - WB,2005,14.05900698
